00:00,0.00,0.08,0.07
00:15,0.00,0.02,0.04
00:30,0.00,0.00,0.00
00:45,0.00,0.00,0.00
01:00,0.00,0.00,0.00
01:15,0.00,0.00,0.00
01:30,0.00,0.00,0.00
01:45,0.00,0.00,0.00
02:00,0.00,0.00,0.00
02:15,0.01,0.01,0.00
02:30,0.00,0.00,0.00
02:45,0.00,0.00,0.00
03:00,0.00,0.00,0.00
03:15,0.00,0.00,0.00
03:30,0.00,0.00,0.00
03:45,0.00,0.00,0.00
04:00,0.00,0.00,0.00
04:15,0.00,0.00,0.00
04:30,0.00,0.00,0.00
04:45,0.00,0.00,0.00
05:00,0.00,0.01,0.00
05:15,0.01,0.01,0.00
05:30,0.00,0.00,0.00
05:45,0.00,0.00,0.00
06:00,0.00,0.00,0.00
06:15,0.00,0.00,0.00
06:30,0.00,0.00,0.00
06:45,0.00,0.00,0.00
07:00,0.00,0.00,0.00
07:15,0.00,0.00,0.00
07:30,0.02,0.02,0.00
07:45,0.00,0.00,0.00
08:00,0.00,0.00,0.00
08:15,0.01,0.02,0.00
08:30,0.00,0.00,0.00
08:45,0.00,0.00,0.00
09:00,0.00,0.00,0.00
09:15,0.00,0.00,0.00
09:30,0.00,0.00,0.00
09:45,0.00,0.00,0.00
10:00,0.00,0.00,0.00
10:15,0.00,0.00,0.00
10:30,0.04,0.02,0.00
10:45,0.00,0.00,0.00
11:00,0.04,0.01,0.00
