1,37.23,22.35
2,37.26,22.33
3,37.41,22.36
4,38.4,21.36
5,37.55,21.09
6,37.35,19.89
7,39.86,22.18
8,41.01,26.09
9,41.79,27.15
10,38.58,23.03
11,39.2,26.21
12,38.73,24.57
13,39.09,21.52
14,36.78,23
15,36.86,23.15
16,39.52,19.92
17,40.45,19.51
18,41.72,26.94
19,39.42,19.68
20,44.74,25.89
21,39.62,30.25
22,40.25,27.51
