1,1089689,405750
2,1034860,385593
3,1120819,419365
4,1129047,433592
5,994583,373544
6,894348,334086
7,1126426,449047
8,1153056,472878
9,1147077,479469
10,1092349,421503
11,1084706,425251
12,861000,333533
13,985942,385462
14,1224373,450420
15,1154261,425547
16,1104599,436589
17,965897,390768
18,1006658,420009
19,1099407,433392
20,475399,212722
21,1128113,446959
22,1162018,467808
